Metacritic_score,Median_playtime,Price,Positive_review_threshold
0.58,0.443,0.136,0
0.75,0.442,0.021,1
0.73,0.353,0.223,1
0.79,0.439,0.064,0
0.76,0.239,0.352,1
0.68,0.4,0.424,0
0.71,0.486,0.352,1
0.72,0.555,0.424,0
0.86,0.338,0.208,1
0.92,0.402,0.136,1
0.78,0.507,0.453,0
0.79,0.436,0.424,0
0.7,0.593,0.28,1
0.6,0.576,0.568,1
0.69,0.316,0.064,0
0.63,0.518,0.28,0
0.52,0.395,0.208,0
0.72,0.508,0.136,0
0.8,0.36,0.28,0
0.84,0.578,0.18,1
0.72,0.596,0.28,0
0.73,0.348,0.208,1
0.81,0.548,0.208,1
0.79,0.445,0.28,1
0.81,0.596,0.424,0
0.93,0.359,0.28,1
0.7,0.704,0.424,0
0.66,0.344,0.093,0
0.53,0.282,0.496,0
0.69,0.625,0.064,0
0.78,0.599,0.568,1
0.77,0.452,0.352,1
0.9,0.274,0.208,1
0.74,0.494,0.064,0
0.93,0.549,0.424,1
0.86,0.551,0.28,1
0.89,0.503,0.28,1
0.75,0.694,0.352,1
0.69,0.524,0.18,0
0.79,0.259,0.136,1
0.86,0.512,0.208,1
0.54,0.131,0.28,0
0.72,0.498,0.424,1
0.86,0.566,0.568,0
0.51,0.221,0.208,0
0.62,0.63,0.424,0
0.69,0.418,0.003,0
0.74,0.416,0.208,1
0.7,0.584,0.28,0
0.73,0.412,0.208,1
0.76,0.442,0.352,0
0.8,0.413,0.424,1
0.43,0.176,0.165,0
0.63,0.31,0.136,0
0.81,0.366,0.28,1
0.77,0.619,0.856,0
0.82,0.43,0.208,1
0.89,0.263,0.208,1
0.83,0.293,0.424,1
0.9,0.383,0.208,1
0.83,0.449,0.122,0
0.66,0.607,0.856,0
0.74,0.541,0.28,1
0.74,0.457,0.136,0
0.57,0.3,0.28,0
0.65,0.343,0.136,0
0.7,0.338,0.18,0
0.85,0.747,0.856,0
0.59,0.402,0.136,0
0.68,0.438,0.28,0
0.89,0.453,0.136,1
0.6,0.303,0.208,0
0.67,0.435,0.007,0
0.87,0.49,0.856,1
0.55,0.48,0.28,0
0.84,0.428,0.28,1
0.77,0.477,0.28,1
0.86,0.489,0.712,1
0.88,0.42,0.208,1
0.59,0.467,0.064,0
0.72,0.405,0.136,1
0.84,0.348,0.28,1
0.59,0.474,0.064,0
0.55,0.472,0.136,0
0.73,0.197,0.064,0
0.38,0.532,0.208,0
0.85,0.545,0.28,1
0.7,0.521,0.208,1
0.69,0.39,0.064,0
0.59,0.402,0.28,1
0.81,0.539,0.28,1
0.73,0.517,0.18,1
0.61,0.441,0.064,1
0.83,0.354,0.28,1
0.8,0.489,0.079,1
0.69,0.562,0.154,1
0.7,0.423,0.136,0
0.65,0.46,0.064,0
0.6,0.635,0.352,0
0.66,0.381,0.05,0
0.86,0.639,0.856,0
0.73,0.593,0.208,1
0.81,0.409,0.28,0
0.82,0.441,0.28,1
0.79,0.58,0.136,1
0.81,0.344,0.064,0
0.68,0.45,0.28,0
0.93,0.713,0.424,1
0.72,0.445,0.093,1
0.86,0.593,0.28,1
0.8,0.436,0.28,1
0.66,0.539,0.28,0
0.72,0.508,0.28,1
0.74,0.445,0.856,1
0.73,0.407,0.064,0
0.79,0.38,0.108,1
0.57,0.498,0.28,0
0.75,0.358,0.136,0
0.79,0.464,0.352,1
0.73,0.321,0.208,0
0.73,0.561,0.208,0
0.81,0.212,0.064,1
0.89,0.732,0.352,1
0.71,0.278,0.136,0
0.66,0.58,0.208,0
0.83,0.28,0.136,1
0.8,0.318,0.064,1
0.58,0.397,0.136,0
0.71,0.424,0.568,0
0.68,0.436,0.208,1
0.76,0.297,0.108,0
0.88,0.669,0.856,1
0.76,0.401,0.18,1
0.73,0.257,0.28,0
0.64,0.46,0.003,0
0.59,0.263,0.136,0
0.75,0.404,0.28,1
0.74,0.832,0.136,0
0.78,0.503,0.352,1
0.71,0.467,0.28,0
0.88,0.252,0.064,1
0.84,0.429,0.28,1
0.72,0.463,0.108,1
0.75,0.416,0.568,0
0.8,0.614,0.424,1
0.67,0.172,0.09,1
0.9,0.395,0.208,1
0.52,0.445,0.424,0
0.68,0.428,0.136,0
0.65,0.254,0.18,0
0.65,0.492,0.28,0
0.78,0.774,0.208,1
0.71,0.614,0.352,0
0.71,0.378,0.136,0
0.86,0.478,0.28,1
0.76,0.427,0.021,0
0.86,0.419,0.208,1
0.84,0.611,0.28,1
0.77,0.646,0.28,0
0.76,0.108,0.28,0
0.83,0.436,0.136,1
0.49,0.49,0.18,0
0.73,0.155,0.136,0
0.81,0.416,0.208,1
0.81,0.536,0.424,1
0.54,0.363,0.05,0
0.86,0.675,0.856,0
0.87,0.505,0.18,1
0.51,0.406,0.136,0
0.67,0.359,0.136,1
0.74,0.385,0.28,1
0.79,0.19,0.208,0
0.76,0.346,0.424,0
0.87,0.428,0.064,1
0.82,0.675,0.12,1
0.74,0.704,0.28,0
0.8,0.501,0.352,1
0.77,0.231,0.136,0
0.7,0.369,0.208,1
0.81,0.521,0.424,1
0.88,0.473,0.28,1
0.77,0.385,0.352,1
0.86,0.627,0.28,1
0.83,0.197,0.136,1
0.76,0.725,0.165,1
0.77,0.295,0.122,0
0.82,0.659,0.28,1
0.79,0.529,0.064,0
0.77,0.557,0.28,0
0.79,0.402,0.424,0
0.78,0.504,0.856,0
0.82,0.444,0.352,1
0.59,0.474,0.208,0
0.82,0.383,0.194,1
0.66,0.591,0.28,1
0.77,0.494,0.136,1
0.54,0.468,0.05,0
0.73,0.494,0.136,1
0.58,0.429,0.136,0
0.8,0.702,0.093,1
0.8,0.399,0.208,1
0.81,0.203,0.187,1
0.83,0.464,0.136,0
0.76,0.269,0.28,1
0.72,0.445,0.424,1
0.75,0.407,0.28,0
0.64,0.383,0.28,0
0.78,0.452,0.208,0
0.82,0.586,0.208,1
0.73,0.325,0.208,0
0.81,0.524,0.496,1
0.68,0.549,0.28,0
0.73,0.354,0.28,0
0.66,0.413,0.165,0
0.82,0.693,0.028,1
0.55,0.3,0.108,0
0.73,0.38,0.352,0
0.76,0.535,0.208,1
0.76,0.41,0.208,0
0.8,0.487,0.352,1
0.51,0.636,0.136,0
0.82,0.624,0.277,1
0.79,0.419,0.079,0
0.89,0.415,0.093,1
0.68,0.378,0.208,1
0.75,0.393,0.208,0
0.8,0.614,0.172,0
0.79,0.313,0.208,1
0.71,0.421,0.252,1
0.71,0.193,0.136,0
0.64,0.179,0.208,1
0.81,0.407,0.136,0
0.52,0.407,0.036,0
0.8,0.521,0.28,1
0.82,0.252,0.136,0
0.72,0.525,0.208,1
0.72,0.462,0.223,0
0.87,0.652,0.28,1
0.61,0.615,0.424,0
0.59,0.358,0.136,0
0.62,0.046,0.064,0
0.68,0.469,0.424,0
0.62,0.501,0.28,0
0.75,0.341,0.136,0
0.37,0.425,0.05,0
0.8,0.404,0.1,0
0.75,0.518,0.424,0
0.68,0.476,0.28,0
0.7,0.617,0.424,0
0.38,0.095,0.136,0
0.74,0.451,0.136,1
0.8,0.411,0.28,1
0.8,0.385,0.136,0
0.62,0.367,0.18,1
0.65,0.473,0.28,0
0.69,0.444,0.136,1
0.71,0.393,0.136,0
0.76,0.377,0.568,0
0.82,0.585,0.136,1
0.84,0.337,0.136,1
0.78,0.727,0.28,1
0.56,0.662,0.093,0
0.75,0.254,0.064,0
0.68,0.33,0.151,0
0.7,0.603,0.18,0
0.78,0.33,0.064,0
0.7,0.399,0.28,1
0.75,0.606,0.496,1
0.67,0.056,0.136,0
0.65,0.416,0.424,0
0.8,0.607,0.172,1
0.58,0.73,0.027,0
0.63,0.479,0.136,0
0.79,0.422,0.036,1
0.69,0.318,0.237,0
0.73,0.61,0.28,1
0.78,0.301,0.352,1
0.72,0.353,0.28,0
0.72,0.229,0.064,1
0.75,0.469,0.18,1
0.79,0.387,0.136,0
0.65,0.605,0.856,0
0.67,0.614,0.352,0
0.77,0.493,0.424,0
0.8,0.369,0.208,1
0.65,0.648,0.136,0
0.61,0.168,0.064,0
0.82,0.503,0.28,1
0.72,0.506,0.208,1
0.53,0.552,0.28,0
0.89,0.731,0.352,1
0.71,0.66,0.424,0
0.59,0.388,0.136,0
0.71,0.45,0.28,1
0.59,0.537,0.18,1
0.64,0.416,0.28,1
0.87,0.355,0.093,1
0.81,0.561,0.28,0
0.78,0.168,0.136,1
0.61,0.474,0.208,0
0.75,0.447,0.28,1
0.76,0.546,0.424,1
0.57,0.176,0.165,1
0.79,0.73,0.712,1
0.77,0.355,0.208,0
0.72,0.183,0.136,1
0.83,0.562,0.856,1
0.87,0.537,0.208,1
0.77,0.528,0.136,1
0.79,0.487,0.28,1
0.64,0.141,0.036,0
0.76,0.538,0.28,1
0.86,0.441,0.28,1
0.7,0.239,0.424,0
0.71,0.421,0.136,0
0.9,0.594,0.137,1
0.74,0.438,0.208,1
0.79,0.397,0.108,1
0.72,0.326,0.28,0
0.74,0.407,0.856,1
0.79,0.33,0.136,0
0.76,0.437,0.064,1
0.81,0.38,0.018,1
0.62,0.385,0.136,0
0.8,0.602,0.28,1
0.72,0.531,0.108,0
0.83,0.493,0.208,1
0.67,0.301,0.136,0
0.81,0.619,0.568,1
0.83,0.755,0.64,1
0.73,0.451,0.352,0
0.87,0.543,0.064,1
0.55,0.404,0.208,0
0.83,0.549,0.208,1
0.57,0.386,0.136,0
0.72,0.36,0.208,0
0.81,0.562,0.424,1
0.75,0.464,0.352,1
0.84,0.378,0.208,1
0.84,0.463,0.208,1
0.59,0.325,0.28,0
0.75,0.482,0.004,0
0.76,0.348,0.136,1
0.69,0.424,0.208,1
0.76,0.547,0.208,1
0.79,0.492,0.136,0
0.77,0.488,0.568,0
0.72,0.432,0.082,0
0.68,0.636,0.172,1
0.86,0.47,0.093,0
0.85,0.724,0.136,0
0.69,0.45,0.136,0
0.63,0.073,0.093,0
0.61,0.647,0.424,0
0.77,0.489,0.208,0
0.73,0.46,0.136,0
0.69,0.146,0.208,0
0.81,0.598,0.208,1
0.62,0.32,0.28,1
0.66,0.598,0.208,0
0.77,0.4,0.136,1
0.81,0.5,0.208,1
0.76,0.642,0.28,1
0.57,0.6,0.424,0
0.68,0.406,0.064,0
0.77,0.4,0.136,0
0.74,0.478,0.424,0
0.74,0.556,0.28,1
0.84,0.421,0.352,1
0.76,0.236,0.28,0
0.78,0.19,0.28,0
0.8,0.155,0.136,1
0.89,0.618,0.1,1
0.71,0.462,0.352,0
0.76,0.357,0.208,1
0.83,0.473,0.079,1
0.73,0.254,0.136,1
0.8,0.639,0.424,0
0.66,0.454,0.064,0
0.72,0.288,0.208,0
0.81,0.313,0.28,0
0.81,0.561,0.18,1
0.8,0.141,0.28,0
0.78,0.905,0.568,1
0.51,0.465,0.18,0
0.71,0.514,0.28,0
0.63,0.677,0.28,0
0.88,0.632,0.28,1
0.62,0.306,0.208,0
0.64,0.585,0.136,0
0.69,0.568,0.352,1
0.82,0.108,0.136,1
0.69,0.624,0.28,1
0.91,0.811,0.568,1
0.73,0.426,0.208,0
0.66,0.246,0.208,0
0.75,0.413,0.208,1
0.5,0.43,0.001,0
0.65,0.324,0.136,0
0.65,0.413,0.18,0
0.83,0.416,0.208,0
0.73,0.056,0.28,1
0.87,0.657,0.28,1
0.75,0.577,0.712,1
0.69,0.344,0.136,0
0.68,0.126,0.136,0
0.74,0.449,0.352,0
0.75,0.549,0.28,1
0.8,0.432,0.165,1
0.7,0.627,0.136,1
0.86,0.478,0.064,1
0.76,0.392,0.108,1
0.66,0.278,0.28,0
0.63,0.267,0.208,0
0.76,0.489,0.28,0
0.6,0.504,0.064,0
0.78,0.591,0.28,0
0.76,0.317,0.108,1
0.89,0.639,0.856,1
0.74,0.426,0.021,1
0.57,0.164,0.136,0
0.58,0.155,0.28,0
0.81,0.487,0.089,1
0.56,0.32,0.352,0
0.71,0.552,0.208,0
0.66,0.447,0.021,0
0.75,0.539,0.136,1
0.79,0.459,0.352,0
0.69,0.553,0.136,1
0.65,0.406,0.28,0
0.77,0.424,0.136,0
0.65,0.387,0.352,0
0.7,0.341,0.18,1
0.86,0.229,0.136,1
0.78,0.492,0.424,1
0.9,0.746,0.424,1
0.91,0.418,0.424,0
0.62,0.421,0.136,1
0.61,0.468,0.28,0
0.52,0.561,0.28,0
0.79,0.056,0.28,1
0.84,0.46,0.208,0
0.67,0.234,0.424,0
0.82,0.591,0.568,0
0.72,0.469,0.208,0
0.8,0.572,0.208,0
0.52,0.342,0.28,0
0.76,0.453,0.136,1
0.76,0.828,0.28,0
0.52,0.265,0.064,0
0.75,0.576,0.424,1
0.69,0.489,0.064,0
0.87,0.428,0.28,1
0.65,0.108,0.093,0
0.84,0.362,0.208,1
0.64,0.417,0.208,0
0.8,0.82,0.568,1
0.69,0.073,0.136,1
0.78,0.429,0.424,1
0.97,0.557,0.568,1
0.87,0.362,0.208,1
0.72,0.446,0.136,1
0.61,0.346,0.165,0
0.71,0.487,0.208,1
0.74,0.243,0.28,0
0.81,0.372,0.108,1
0.8,0.146,0.108,0
0.65,0.553,0.208,1
0.81,0.298,0.079,1
0.69,0.379,0.568,0
0.66,0.283,0.352,0
0.77,0.552,0.188,1
0.8,0.221,0.208,0
0.71,0.459,0.28,1
0.74,0.565,0.28,1
0.64,0.151,0.064,0
0.8,0.357,0.28,0
0.63,0.424,0.424,0
0.69,0.39,0.136,0
0.88,0.429,0.136,1
0.7,0.367,0.036,1
0.66,0.412,0.136,0
0.78,0.588,0.208,1
0.23,0.95,0.007,0
0.83,0.545,0.136,0
0.65,0.263,0.136,0
0.77,0.502,0.092,1
0.75,0.372,0.28,1
0.86,0.28,0.338,0
0.8,0.727,0.784,0
0.63,0.445,0.28,1
0.91,0.47,0.136,0
0.64,0.571,0.568,0
0.79,0.136,0.18,1
0.59,0.429,0.122,0
0.71,0.703,0.28,0
0.81,0.494,0.136,1
0.58,0.438,0.208,0
0.7,0.468,0.28,1
0.67,0.459,0.208,0
0.75,0.419,0.136,0
0.68,0.45,0.007,0
0.85,0.53,0.28,1
0.78,0.501,0.856,1
0.81,0.782,0.079,1
0.69,0.491,0.424,0
0.72,0.562,0.712,1
0.79,0.351,0.208,0
0.53,0.073,0.208,0
0.82,0.417,0.28,1
0.86,0.453,0.122,0
0.72,0.529,0.136,0
0.77,0.432,0.352,1
0.7,0.519,0.424,0
0.76,0.322,0.424,0
0.71,0.155,0.208,1
0.73,0.259,0.208,0
0.68,0.43,0.352,0
0.66,0.392,0.208,0
0.84,0.496,0.568,1
0.75,0.48,0.208,0
0.48,0.159,0.208,0
0.82,0.432,0.108,1
0.61,0.203,0.136,0
0.5,0.394,0.064,0
0.72,0.578,0.28,0
0.52,0.463,0.028,0
0.79,0.566,0.136,1
0.67,0.607,0.712,0
0.78,0.741,0.064,0
0.78,0.589,0.136,0
0.78,0.597,0.352,1
0.65,0.342,0.028,0
0.87,0.478,0.338,1
0.79,0.464,0.136,1
0.81,0.536,0.108,1
0.79,0.136,0.064,1
0.8,0.491,0.568,0
0.81,0.389,0.424,0
0.78,0.579,0.28,0
0.64,0.12,0.136,0
0.76,0.525,0.28,1
0.83,0.491,0.208,1
0.76,0.462,0.136,0
0.63,0.369,0.136,0
0.72,0.392,0.136,1
0.86,0.506,0.424,1
0.68,0.466,0.136,0
0.82,0.478,0.28,1
0.82,0.354,0.064,1
0.69,0.364,0.18,0
0.82,0.456,0.093,0
0.74,0.409,0.208,0
0.54,0.298,0.136,0
0.76,0.415,0.424,1
0.61,0.641,0.064,0
0.62,0.209,0.079,0
0.87,0.429,0.064,1
0.85,0.577,0.136,0
0.76,0.441,0.208,0
0.72,0.413,0.136,0
0.75,0.541,0.28,0
0.79,0.309,0.511,1
0.59,0.309,0.122,0
0.56,0.28,0.424,0
0.64,0.41,0.007,1
0.75,0.273,0.093,0
0.78,0.367,0.136,1
0.7,0.574,0.352,1
0.77,0.549,0.136,1
0.81,0.479,0.568,0
0.82,0.523,0.064,1
0.74,0.448,0.208,0
0.78,0.306,0.136,1
0.76,0.544,0.136,1
0.9,0.739,0.424,1
0.68,0.341,0.208,1
0.8,0.405,0.136,1
0.79,0.358,0.28,1
0.86,0.749,0.712,1
0.74,0.081,0.136,0
0.73,0.515,0.28,0
0.71,0.435,0.064,0
0.65,0.48,0.136,0
0.79,0.516,0.136,0
0.79,0.271,0.136,1
0.83,0.713,0.136,1
0.83,0.551,0.424,1
0.74,0.538,0.352,0
0.69,0.667,0.856,1
0.76,0.367,0.136,0
0.85,0.435,0.136,0
0.65,0.4,0.064,0
0.78,0.429,0.208,1
0.49,0.517,0.064,1
0.83,0.558,0.108,1
0.77,0.564,0.208,1
0.66,0.332,0.136,1
0.75,0.632,0.108,0
0.66,0.513,0.007,0
0.49,0.422,0.208,0
0.58,0.589,0.28,0
0.92,0.522,0.136,1
0.83,0.589,0.424,1
0.69,0.046,0.064,0
0.72,0.406,0.093,1
0.58,0.356,0.093,0
0.7,0.293,0.064,1
0.77,0.432,0.856,1
0.8,0.526,0.352,0
0.83,0.491,0.208,1
0.72,0.495,0.496,0
0.78,0.32,0.136,1
0.68,0.395,0.28,1
0.81,0.4,0.011,1
0.63,0.634,0.28,0
0.87,0.555,0.352,1
0.24,0.666,0.165,0
0.75,0.535,0.424,0
0.78,0.554,0.064,1
0.84,0.278,0.05,0
0.72,0.372,0.208,0
0.89,0.645,0.352,1
0.75,0.568,0.856,0
0.74,0.542,0.223,1
0.79,0.197,0.064,1
0.76,0.393,0.28,1
0.85,0.583,0.136,1
0.77,0.622,0.28,1
0.8,0.146,0.136,0
0.78,0.484,0.136,1
0.73,0.51,0.28,1
0.55,0.419,0.136,0
0.74,0.486,0.136,0
0.73,0.409,0.208,0
0.67,0.47,0.064,1
0.61,0.408,0.208,0
0.81,0.593,0.64,1
0.72,0.695,0.568,0
0.7,0.529,0.28,1
0.56,0.461,0.28,0
0.65,0.593,0.136,0
0.81,0.542,0.568,0
0.6,0.287,0.28,1
0.72,0.332,0.068,0
0.69,0.52,0.108,1
0.66,0.418,0.208,1
0.75,0.013,0.064,0
0.55,0.499,0.18,0
0.61,0.316,0.136,0
0.72,0.458,0.424,0
0.82,0.751,0.424,1
0.72,0.493,0.136,0
0.52,0.4,0.036,0
0.79,0.385,0.208,0
0.63,0.301,0.05,0
0.9,0.722,0.28,1
0.88,0.187,0.064,0
0.72,0.411,0.136,1
0.73,0.502,0.136,0
0.67,0.126,0.28,0
0.58,0.292,0.28,0
0.89,0.571,0.424,1
0.65,0.602,0.208,0
0.86,0.567,0.424,1
0.6,0.426,0.005,0
0.75,0.461,0.036,1
0.89,0.721,0.856,1
0.75,0.413,0.079,0
0.8,0.336,0.064,1
0.63,0.539,0.208,0
0.48,0.337,0.28,0
0.77,0.427,0.036,0
0.74,0.594,0.028,0
0.75,0.44,0.064,0
0.81,0.419,0.136,1
0.64,0.392,0.064,0
0.77,0.561,0.237,1
0.71,0.543,0.568,0
0.61,0.433,0.136,0
0.65,0.572,0.352,0
0.83,0.55,0.136,1
0.89,0.683,0.208,1
0.75,0.359,0.28,0
0.66,0.036,0.064,0
0.74,0.344,0.136,1
0.54,0.203,0.136,1
0.63,0.0,0.28,0
0.65,0.487,0.136,0
0.81,0.357,0.136,1
0.85,0.613,0.28,0
0.9,0.193,0.064,1
0.55,0.332,0.108,1
0.79,0.524,0.18,1
0.72,0.488,0.136,0
0.7,0.484,0.05,0
0.68,0.507,0.036,1
0.75,0.464,0.28,1
0.55,0.499,0.021,0
0.66,0.466,0.136,1
0.64,0.12,0.064,0
0.73,0.571,0.856,0
0.63,0.686,0.064,0
0.84,0.425,0.151,1
0.74,0.399,0.28,1
0.62,0.642,0.424,1
0.69,0.697,0.208,1
0.91,0.542,0.05,1
0.73,0.514,0.014,0
0.57,0.447,0.208,0
0.62,0.73,0.021,0
0.67,0.261,0.01,1
0.84,0.488,0.064,1
0.65,0.358,0.021,1
0.72,0.408,0.64,1
0.89,0.273,0.136,0
0.76,0.592,0.165,1
0.61,0.193,0.208,0
0.59,0.577,0.424,0
0.7,0.63,0.136,0
0.66,0.547,0.136,1
0.8,0.603,0.28,1
0.73,0.382,0.28,1
0.81,0.684,0.496,0
0.7,0.622,0.28,0
0.76,0.449,0.208,0
0.64,0.409,0.136,0
0.85,0.43,0.568,1
0.72,0.452,0.352,0
0.77,0.465,0.136,1
0.83,0.484,0.108,1
0.8,0.371,0.28,0
0.85,0.753,0.856,1
0.84,0.081,0.064,0
0.78,0.176,0.208,1
0.77,0.218,0.252,1
0.79,0.404,0.093,1
0.6,0.709,0.568,0
0.78,0.401,0.18,1
0.54,0.481,0.28,0
0.75,0.439,0.108,0
0.57,0.025,0.036,0
0.69,0.656,0.208,0
0.67,0.246,0.136,0
0.85,0.554,0.28,1
0.66,0.519,0.064,0
0.59,0.441,0.28,0
0.69,0.348,0.28,0
0.7,0.693,0.136,1
0.71,0.376,0.136,0
0.9,0.652,0.352,1
0.55,0.435,0.136,0
0.83,0.589,0.136,1
0.81,0.53,0.424,1
0.74,0.651,0.28,0
0.68,0.183,0.064,0
0.91,0.527,0.252,1
0.76,0.578,0.014,0
0.86,0.358,0.28,1
0.76,0.265,0.424,0
0.74,0.342,0.064,0
0.74,0.374,0.036,1
0.8,0.229,0.064,1
0.86,0.345,0.28,1
0.72,0.401,0.136,0
0.74,0.415,0.28,0
0.72,0.456,0.424,0
0.82,0.487,0.424,1
0.8,0.429,0.136,1
0.68,0.483,0.208,1
0.77,0.377,0.208,0
0.95,0.54,0.136,1
0.84,0.33,0.496,0
0.82,0.386,0.208,1
0.7,0.365,0.093,1
0.83,0.383,0.28,1
0.73,0.223,0.064,1
0.68,0.353,0.266,0
0.67,0.589,0.223,0
0.68,0.54,0.28,1
0.64,0.218,0.28,0
0.7,0.073,0.208,0
0.74,0.574,0.352,1
0.71,0.363,0.064,0
0.8,0.399,0.208,1
0.59,0.312,0.064,0
0.88,0.469,0.424,0
0.84,0.136,0.136,0
0.81,0.36,0.28,1
0.57,0.193,0.136,0
0.72,0.409,0.136,0
0.71,0.629,0.568,0
0.79,0.435,0.108,0
0.87,0.82,0.856,1
0.82,0.675,0.208,1
0.51,0.429,0.064,0
0.75,0.357,0.28,0
0.68,0.56,0.223,0
0.75,0.474,0.208,0
0.83,0.236,0.424,0
0.74,0.343,0.424,0
0.71,0.508,0.136,0
0.72,0.064,0.064,0
0.77,0.452,0.208,1
0.71,0.378,0.165,1
0.83,0.391,0.28,1
0.72,0.461,0.28,1
0.91,0.754,0.712,1
0.78,0.418,0.28,1
0.78,0.25,0.18,0
0.69,0.513,0.007,0
0.67,0.283,0.208,0
0.64,0.621,0.28,0
0.78,0.526,0.122,1
0.55,0.432,0.136,0
0.63,0.231,0.28,0
0.78,0.608,0.046,1
0.88,0.288,0.036,1
0.74,0.582,0.136,0
0.6,0.351,0.18,0
0.91,0.297,0.136,1
0.58,0.649,0.018,0
0.89,0.239,0.136,1
0.91,0.477,0.28,1
0.85,0.368,0.568,1
0.8,0.615,0.28,1
0.72,0.468,0.007,0
0.88,0.496,0.136,1
0.85,0.514,0.352,1
0.83,0.073,0.108,0
0.67,0.159,0.28,1
0.78,0.463,0.021,1
0.83,0.631,0.424,1
0.67,0.102,0.013,0
0.77,0.384,0.05,1
0.75,0.545,0.208,1
0.78,0.43,0.208,0
0.62,0.399,0.208,1
0.56,0.552,0.136,0
0.83,0.183,0.05,0
0.77,0.496,0.136,1
0.7,0.515,0.28,1
0.76,0.537,0.28,1
0.75,0.436,0.064,0
0.85,0.509,0.208,1
0.73,0.41,0.424,1
0.78,0.481,0.093,0
0.85,0.141,0.043,0
0.84,0.629,0.295,1
0.79,0.168,0.136,1
0.93,0.67,0.352,1
0.75,0.435,0.208,1
0.74,0.28,0.136,1
0.73,0.36,0.079,0
0.93,0.621,0.568,1
0.64,0.384,0.28,0
0.7,0.267,0.28,0
0.81,0.919,0.568,1
0.81,0.382,0.036,1
0.84,0.439,0.28,1
0.66,0.427,0.136,0
0.8,0.415,0.046,1
0.75,0.534,0.136,1
0.6,0.688,0.467,0
0.8,0.413,0.28,1
0.72,0.316,0.424,0
0.73,0.409,0.09,1
0.72,0.431,0.28,1
0.8,0.278,0.108,1
0.71,0.461,0.165,0
0.85,0.465,0.28,1
0.7,0.532,0.136,0
0.81,0.274,0.064,1
0.76,0.448,0.136,1
0.6,0.409,0.036,0
0.72,0.309,0.064,0
0.82,0.397,0.28,1
0.74,0.37,0.093,0
0.72,0.57,0.208,1
0.6,0.466,0.136,0
0.65,0.372,0.136,0
0.76,0.108,0.208,0
0.7,0.408,0.28,0
0.72,0.341,0.136,1
0.57,0.218,0.108,0
0.82,0.476,0.28,1
0.84,0.605,0.28,1
0.74,0.374,0.208,1
0.67,0.081,0.064,0
0.75,0.638,0.136,0
0.64,0.285,0.28,0
0.68,0.416,0.064,0
0.63,0.469,0.064,1
0.81,0.38,0.021,0
0.84,0.572,0.28,1
0.77,0.467,0.064,0
0.71,0.839,0.856,1
0.69,0.655,0.424,0
0.71,0.571,0.28,0
0.72,0.479,0.136,0
0.74,0.404,0.118,0
0.81,0.484,0.352,1
0.77,0.487,0.208,0
0.74,0.354,0.136,0
0.68,0.396,0.108,0
0.78,0.619,0.208,1
0.8,0.768,0.424,1
0.75,0.385,0.424,0
0.81,0.482,0.712,0
0.77,0.605,0.424,0
0.82,0.273,0.136,1
0.73,0.472,0.136,0
0.77,0.347,0.208,0
0.83,0.524,0.28,1
0.81,0.392,0.28,1
0.74,0.423,0.136,0
0.85,0.624,0.424,1
0.88,0.616,0.568,1
0.82,0.556,0.568,0
0.61,0.433,0.05,0
0.66,0.025,0.165,0
0.66,0.422,0.064,0
0.32,0.435,0.064,0
0.4,0.366,0.208,0
0.76,0.411,0.136,0
0.56,0.179,0.093,0
0.47,0.652,0.136,0
0.82,0.406,0.136,1
0.74,0.322,0.352,0
0.84,0.448,0.28,0
0.87,0.457,0.226,1
0.61,0.395,0.136,0
0.64,0.426,0.165,0
0.84,0.737,0.28,0
0.75,0.51,0.28,0
0.53,0.413,0.136,0
0.8,0.642,0.424,1
0.69,0.728,0.208,1
0.72,0.423,0.208,1
0.81,0.378,0.064,1
0.73,0.503,0.28,0
0.79,0.69,0.568,0
0.54,0.538,0.208,0
0.73,0.33,0.208,0
0.71,0.39,0.28,0
0.68,0.4,0.28,0
0.74,0.467,0.136,0
0.93,0.726,0.64,1
0.49,0.491,0.007,0
0.81,0.4,0.28,0
0.75,0.426,0.05,1
0.85,0.407,0.28,1
0.73,0.362,0.064,0
0.8,0.278,0.208,1
0.56,0.485,0.079,0
0.8,0.423,0.1,1
0.71,0.454,0.352,0
0.92,0.102,0.28,0
0.79,0.073,0.28,1
0.54,0.404,0.208,0
0.73,0.494,0.424,0
0.73,0.056,0.185,0
0.77,0.341,0.108,1
0.71,0.223,0.136,0
0.71,0.375,0.208,1
0.71,0.013,0.093,0
0.81,0.44,0.28,1
0.8,0.376,0.136,0
0.77,0.585,0.18,1
0.71,0.483,0.165,0
0.63,0.375,0.28,0
0.75,0.382,0.208,1
0.57,0.312,0.165,0
0.77,0.452,0.208,1
0.79,0.476,0.136,1
0.69,0.411,0.208,0
0.73,0.541,0.28,1
0.53,0.576,0.136,0
0.64,0.434,0.122,0
0.66,0.267,0.28,0
0.7,0.433,0.208,1
0.72,0.581,0.223,1
0.65,0.518,0.136,0
0.7,0.395,0.136,0
0.79,0.248,0.28,0
0.78,0.554,0.194,1
0.58,0.657,0.108,0
0.84,0.343,0.424,1
0.54,0.31,0.136,0
0.77,0.563,0.136,0
0.66,0.393,0.237,1
0.82,0.368,0.021,1
0.75,0.368,0.28,1
0.63,0.267,0.28,0
0.79,0.303,0.28,1
0.81,0.544,0.352,1
0.77,0.498,0.28,0
0.68,0.28,0.28,1
